2017/11/13 12:54:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:55:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:55:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:56:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:56:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:57:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:57:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:58:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:58:30;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO
2017/11/13 12:59:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 12:59:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 13:00:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 13:00:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 13:01:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 13:01:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 13:02:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 13:02:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 13:03:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 13:03:30;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO
2017/11/13 13:04:00;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO
2017/11/13 13:04:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:05:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:05:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:06:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:06:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:07:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:07:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:08:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:08:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:09:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:09:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:10:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:10:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:11:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:11:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:12:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:12:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:13:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:13:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:14:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:14:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:15:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:15:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:16:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 13:16:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 13:17:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 13:17:30;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/13 13:18:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 13:18:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
""
""
""
2017-11-13-C-activity.csv
Timestamp;Act10;Act04;Act07;Act15;Act17;Act22;Act23
2017/11/13 17:03:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:04:00;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:04:30;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:05:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:05:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:06:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:06:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:07:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:07:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:08:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:08:30;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:09:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:09:30;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:10:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:10:30;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:11:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:11:30;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:12:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:12:30;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:13:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:13:30;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:14:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:14:30;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:15:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:15:30;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:16:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:16:30;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:17:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:17:30;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/13 17:18:00;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/13 17:18:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO
2017/11/13 17:19:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO
2017/11/13 17:19:30;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO
2017/11/13 17:20:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:20:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:21:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:21:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:22:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:22:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:23:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:23:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:24:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:24:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:25:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:25:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:26:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:26:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:27:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:27:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/13 17:28:00;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 17:28:30;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 17:29:00;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/13 17:29:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/13 17:30:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/13 17:30:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
""
""
""
2017-11-21-A-activity.csv
Timestamp;Act24;Act16;Act02;Act05;Act17;Act22;Act11
2017/11/21 09:41:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:42:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:42:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:43:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:43:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:44:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:44:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:45:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:45:30;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:46:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:46:30;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:47:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:47:30;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:48:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:48:30;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:49:00;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/21 09:49:30;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/21 09:50:00;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/21 09:50:30;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/21 09:51:00;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/21 09:51:30;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/21 09:52:00;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/21 09:52:30;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO
2017/11/21 09:53:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:53:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:54:00;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO
2017/11/21 09:54:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:55:00;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/21 09:55:30;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/21 09:56:00;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/21 09:56:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:57:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 09:57:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/21 09:58:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/21 09:58:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/21 09:59:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/21 09:59:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/21 10:00:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/21 10:00:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/21 10:01:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/21 10:01:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/21 10:02:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/21 10:02:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/21 10:03:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/21 10:03:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/21 10:04:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/21 10:04:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 10:05:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 10:05:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 10:06:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 10:06:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 10:07:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 10:07:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 10:08:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 10:08:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 10:09:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 10:09:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 10:10:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 10:10:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
""
""
""
2017-11-21-B-activity.csv
Timestamp;Act10;Act14
2017/11/21 16:10:30;FALSO;FALSO
2017/11/21 16:11:00;FALSO;FALSO
2017/11/21 16:11:30;FALSO;FALSO
2017/11/21 16:12:00;FALSO;FALSO
2017/11/21 16:12:30;FALSO;FALSO
2017/11/21 16:13:00;FALSO;FALSO
2017/11/21 16:13:30;FALSO;FALSO
2017/11/21 16:14:00;FALSO;FALSO
2017/11/21 16:14:30;FALSO;FALSO
2017/11/21 16:15:00;FALSO;FALSO
2017/11/21 16:15:30;FALSO;FALSO
2017/11/21 16:16:00;FALSO;FALSO
2017/11/21 16:16:30;VERDADERO;VERDADERO
""
""
""
2017-11-21-C-activity.csv
Timestamp;Act10;Act04;Act07;Act01;Act19;Act17;Act22;Act23
2017/11/21 16:17:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:18:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:18:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:19:00;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:19:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:20:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:20:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:21:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:21:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:22:00;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:22:30;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:23:00;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:23:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:24:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:24:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:25:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:25:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:26:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:26:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:27:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:27:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:28:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:28:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:29:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:29:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:30:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:30:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:31:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:31:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:32:00;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:32:30;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:33:00;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:33:30;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:34:00;FALSO;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO
2017/11/21 16:34:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:35:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:35:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:36:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:36:30;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO
2017/11/21 16:37:00;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO
2017/11/21 16:37:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:38:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:38:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:39:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:39:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:40:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:40:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:41:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:41:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:42:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:42:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:43:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:43:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:44:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:44:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:45:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:45:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:46:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:46:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:47:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:47:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:48:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/21 16:48:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/21 16:49:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO
2017/11/21 16:49:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO
2017/11/21 16:50:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:50:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:51:00;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
2017/11/21 16:51:30;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO
